recoil_energy,scintillation_light,ionization_charge,s1_s2_ratio,pulse_shape,position,time_of_event,particle_type
3.6180343861738846,3.2048,3.3729,0.9502,0.4584,"{'x': np.float64(-9.792093986997134), 'y': np.float64(7.21898371515703), 'z': np.float64(-1.8912388902571848)}",2025-10-11T02:42:57.328584,Background
4.260803574497639,5.0956,3.4357,1.4831,0.5063,"{'x': np.float64(-1.9742433347121597), 'y': np.float64(-8.022918530215629), 'z': np.float64(-4.945142956633932)}",2025-10-11T02:42:57.328584,Background
2.1602102454339485,1.9885,,1.0016,0.4629,"{'x': np.float64(-9.701540288628472), 'y': np.float64(2.270422352107456), 'z': np.float64(8.8012144011206)}",2025-10-11T02:42:57.328584,Axion-like
7.963100536351682,7.9748,8.3871,0.9508,0.6716,"{'x': np.float64(8.080334259231144), 'y': np.float64(0.9127656263508257), 'z': np.float64(1.758486781545745)}",2025-10-11T02:42:57.328584,Background
5.626283978639062,4.8366,3.7935,1.275,0.509,"{'x': np.float64(3.7077421892307445), 'y': np.float64(-9.836925498719095), 'z': np.float64(4.557932969779008)}",2025-10-11T02:42:57.328584,Axion-like
4.655009034139755,3.9189,4.9463,0.7923,0.4031,"{'x': np.float64(-7.199602571443733), 'y': np.float64(-3.7420478081902786), 'z': np.float64(9.834678533963153)}",2025-10-11T02:42:57.328584,Background
3.2055846269152863,3.6324,3.3709,1.0776,0.4378,"{'x': np.float64(-5.239163458730644), 'y': np.float64(-2.181280069732998), 'z': np.float64(-3.9917252385047757)}",2025-10-11T02:42:57.328584,Axion-like
12.246863447564369,10.0983,11.1662,0.9044,0.5279,"{'x': np.float64(-0.999303495664126), 'y': np.float64(6.684924584341509), 'z': np.float64(-1.2552855641066536)}",2025-10-11T02:42:57.328584,Axion-like
2.0552550434147263,1.6109,1.8953,0.85,0.6311,"{'x': np.float64(9.120614269432618), 'y': np.float64(7.103460920913697), 'z': np.float64(-1.7835711957057399)}",2025-10-11T02:42:57.328584,Background
4.152056262963405,4.7005,3.7357,1.2583,0.2743,"{'x': np.float64(2.2238968793302263), 'y': np.float64(7.428983170570756), 'z': np.float64(-9.400409228440605)}",2025-10-11T02:42:57.328584,Background
3.462957359017263,3.6894,2.2683,1.6265,0.4192,"{'x': np.float64(0.8713343080271958), 'y': np.float64(5.968085248499326), 'z': np.float64(-3.6188794971097664)}",2025-10-11T02:42:57.328584,WIMP-like
3.6408537446312073,3.3919,3.0921,1.0969,0.6119,"{'x': np.float64(0.6003947561517169), 'y': np.float64(-3.8785478432029397), 'z': np.float64(-2.8584840869196704)}",2025-10-11T02:42:57.328584,Axion-like
4.677997473264702,5.542,3.4889,1.5885,0.5918,"{'x': np.float64(2.6178582490995232), 'y': np.float64(1.3612964990823855), 'z': np.float64(1.9174944629421802)}",2025-10-11T02:42:57.328584,Background
4.321281903945996,4.3232,,0.9609,0.4824,"{'x': np.float64(-8.599781890735894), 'y': np.float64(-7.874737167149053), 'z': np.float64(-0.8516530279982888)}",2025-10-11T02:42:57.328584,WIMP-like
3.670809373551785,3.917,3.4929,1.1214,0.3772,"{'x': np.float64(-3.2973240922808555), 'y': np.float64(6.681803612697628), 'z': np.float64(2.2916189390120074)}",2025-10-11T02:42:57.328584,WIMP-like
4.577619445818099,4.9116,3.3352,1.4727,0.6815,"{'x': np.float64(6.503660965764521), 'y': np.float64(9.80370058839955), 'z': np.float64(-6.5026812711110775)}",2025-10-11T02:42:57.328584,WIMP-like
2.6340002965931677,2.7085,2.1208,1.2771,0.6471,"{'x': np.float64(-3.2174711378336056), 'y': np.float64(-2.1926444099101117), 'z': np.float64(4.372194229795115)}",2025-10-11T02:42:57.328584,Axion-like
2.8265946297523077,2.5405,1.9894,1.277,0.593,"{'x': np.float64(-1.4762587095185573), 'y': np.float64(-3.9592820434825127), 'z': np.float64(-0.8593657573942792)}",2025-10-11T02:42:57.328584,Axion-like
9.25367193744491,8.4852,5.5959,1.5163,0.5973,"{'x': np.float64(0.2082567273965008), 'y': np.float64(7.313743144423725), 'z': np.float64(-5.067397057882639)}",2025-10-11T02:42:57.328584,Axion-like
2.7890834031253253,2.4622,1.8398,1.3383,0.4617,"{'x': np.float64(-3.9839586105606273), 'y': np.float64(7.37045559682857), 'z': np.float64(5.881031583124702)}",2025-10-11T02:42:57.328584,WIMP-like
1.819995532537594,1.9382,1.7592,1.1018,0.4715,"{'x': np.float64(-7.747021456281297), 'y': np.float64(-8.610764414908523), 'z': np.float64(4.342677318998533)}",2025-10-11T02:42:57.329583,Axion-like
9.303565645954299,9.503,7.3255,1.2973,0.4839,"{'x': np.float64(4.545743593691489), 'y': np.float64(-5.2724715325516485), 'z': np.float64(-5.813798036771436)}",2025-10-11T02:42:57.329583,WIMP-like
6.255423038178426,5.8707,5.5867,1.0508,0.4401,"{'x': np.float64(0.7285062023598492), 'y': np.float64(1.2185563252292315), 'z': np.float64(-8.063849966249578)}",2025-10-11T02:42:57.329583,Axion-like
3.2737612269999765,3.5004,3.1739,1.1029,0.6329,"{'x': np.float64(5.504325392715019), 'y': np.float64(0.14780009527966698), 'z': np.float64(-0.04007103709091453)}",2025-10-11T02:42:57.329583,Axion-like
6.46762415656333,5.1916,,0.8967,0.4672,"{'x': np.float64(-3.3626327828435336), 'y': np.float64(-8.984841951165428), 'z': np.float64(-5.187121939593049)}",2025-10-11T02:42:57.329583,Axion-like
2.467238015641912,2.6071,2.0519,1.2705,0.6634,"{'x': np.float64(-4.140016083350071), 'y': np.float64(5.557598838741518), 'z': np.float64(-7.7320964648740205)}",2025-10-11T02:42:57.329583,Background
,4.3722,3.2941,1.3273,0.356,"{'x': np.float64(1.0231763312004212), 'y': np.float64(-6.738352415077249), 'z': np.float64(-3.4103092835488606)}",2025-10-11T02:42:57.329583,WIMP-like
5.256150686844782,4.3429,5.53,0.7853,0.552,"{'x': np.float64(5.496180699284039), 'y': np.float64(-8.22663321638049), 'z': np.float64(7.190291126808049)}",2025-10-11T02:42:57.329583,Background
4.209991894339986,4.5494,2.9237,1.556,0.3804,"{'x': np.float64(-7.464534842002446), 'y': np.float64(2.8832666481812126), 'z': np.float64(4.474034872934716)}",2025-10-11T02:42:57.329583,WIMP-like
3.486863475016655,3.2197,2.6707,1.2056,0.4796,"{'x': np.float64(-5.966453685336646), 'y': np.float64(-0.8035034122004365), 'z': np.float64(2.900950567855979)}",2025-10-11T02:42:57.329583,Axion-like
9.417274074006453,8.8537,10.1403,0.8731,0.6466,"{'x': np.float64(-5.745962161914704), 'y': np.float64(8.449153951051557), 'z': np.float64(-8.628390022112583)}",2025-10-11T02:42:57.329583,WIMP-like
4.570141666401235,4.0174,4.4284,0.9072,0.4535,"{'x': np.float64(-2.834887112522919), 'y': np.float64(8.381685451071782), 'z': np.float64(-9.163050210960984)}",2025-10-11T02:42:57.329583,WIMP-like
2.1484538148101584,2.4359,1.9556,1.2456,0.4295,"{'x': np.float64(1.839888769168713), 'y': np.float64(2.7972000261420256), 'z': np.float64(3.7704808085313246)}",2025-10-11T02:42:57.329583,Background
2.9591608368497235,3.4867,,1.1034,0.6017,"{'x': np.float64(6.202144384894755), 'y': np.float64(-4.835486339157235), 'z': np.float64(2.680927481077246)}",2025-10-11T02:42:57.329583,Background
1.650864369763679,1.4427,1.523,0.9473,0.4067,"{'x': np.float64(9.477300883184327), 'y': np.float64(-0.405887772568823), 'z': np.float64(-0.42198899192087147)}",2025-10-11T02:42:57.329583,Background
4.317908101747077,3.8829,4.3042,0.9021,0.2951,"{'x': np.float64(4.404115038193533), 'y': np.float64(7.82508313099332), 'z': np.float64(-6.4282938514045735)}",2025-10-11T02:42:57.329583,Background
8.97223482204886,8.1418,6.538,1.2453,0.5231,"{'x': np.float64(8.74494835624236), 'y': np.float64(5.535127369709262), 'z': np.float64(1.7275172893276807)}",2025-10-11T02:42:57.329583,WIMP-like
15.056284700990316,17.1955,12.1834,1.4114,0.5963,"{'x': np.float64(-2.6453470271078405), 'y': np.float64(1.4430293498177793), 'z': np.float64(-0.5411811662203032)}",2025-10-11T02:42:57.329583,Axion-like
14.74818327806356,13.3659,12.1894,1.0965,0.5094,"{'x': np.float64(-4.908240184834387), 'y': np.float64(1.9949657913125751), 'z': np.float64(-5.419426012982223)}",2025-10-11T02:42:57.329583,WIMP-like
13.417156816154387,13.1755,9.2725,1.4209,0.4582,"{'x': np.float64(-9.316445065731997), 'y': np.float64(-3.367923017017973), 'z': np.float64(1.6616360939464752)}",2025-10-11T02:42:57.329583,Background
4.1236930783975545,4.8123,,1.0716,0.6456,"{'x': np.float64(-6.120291985555828), 'y': np.float64(-3.8326159266703996), 'z': np.float64(-0.06692737583993846)}",2025-10-11T02:42:57.329583,Axion-like
3.7038337516025135,3.8496,2.8899,1.3321,0.5768,"{'x': np.float64(-0.28006269665023886), 'y': np.float64(-0.5200549356039055), 'z': np.float64(-0.3958092358277394)}",2025-10-11T02:42:57.329583,Axion-like
3.41980566126618,3.4462,2.6636,1.2938,0.432,"{'x': np.float64(-1.7210683833283529), 'y': np.float64(3.839810060598502), 'z': np.float64(5.843310203563616)}",2025-10-11T02:42:57.329583,Background
7.5661527776644535,7.9779,7.675,1.0395,0.3059,"{'x': np.float64(6.386129933573777), 'y': np.float64(6.197745747803729), 'z': np.float64(0.18355040422629365)}",2025-10-11T02:42:57.329583,Axion-like
4.59134523565245,4.1576,4.0276,1.0323,0.4146,"{'x': np.float64(-1.075354272844443), 'y': np.float64(-1.200740168537937), 'z': np.float64(0.28757054828307815)}",2025-10-11T02:42:57.329583,WIMP-like
5.65400064996012,6.415,5.08,1.2628,0.3207,"{'x': np.float64(3.156154620288694), 'y': np.float64(-1.2019941752670036), 'z': np.float64(5.018552640520609)}",2025-10-11T02:42:57.330583,Axion-like
6.823801692568445,6.0089,6.7633,0.8885,0.5082,"{'x': np.float64(5.483416234096339), 'y': np.float64(7.969232650811065), 'z': np.float64(7.304960783634179)}",2025-10-11T02:42:57.330583,Axion-like
3.0906867815716357,3.403,3.29,1.0343,0.4303,"{'x': np.float64(6.492479440356895), 'y': np.float64(-5.599385815551853), 'z': np.float64(8.711998436885416)}",2025-10-11T02:42:57.330583,Axion-like
3.3086855485826896,3.7534,2.0723,1.8113,0.4719,"{'x': np.float64(7.234347800060949), 'y': np.float64(4.921453195704132), 'z': np.float64(-9.374643729412806)}",2025-10-11T02:42:57.330583,WIMP-like
3.127585888014214,2.9807,3.4162,0.8725,0.5823,"{'x': np.float64(3.490491716901115), 'y': np.float64(8.86478881815071), 'z': np.float64(0.2295422669057423)}",2025-10-11T02:42:57.331584,Background
6.592456476851314,7.1318,6.8174,1.0461,0.4942,"{'x': np.float64(7.447693222862469), 'y': np.float64(-3.9670791111094283), 'z': np.float64(-9.9806130498668)}",2025-10-11T02:42:57.331584,WIMP-like
2.8964507376822803,2.9627,2.409,1.2298,0.4822,"{'x': np.float64(-5.707177275307149), 'y': np.float64(-4.801868624302679), 'z': np.float64(5.12959534456475)}",2025-10-11T02:42:57.331584,Background
7.103620293805025,7.0385,7.5079,0.9375,0.5941,"{'x': np.float64(-7.564307564645347), 'y': np.float64(-9.833257904367974), 'z': np.float64(8.88709079374155)}",2025-10-11T02:42:57.331584,Axion-like
4.4559108144414905,4.8801,3.1603,1.5442,0.5033,"{'x': np.float64(-1.3213392136251407), 'y': np.float64(7.106034952758435), 'z': np.float64(-1.7387901191145794)}",2025-10-11T02:42:57.331584,WIMP-like
3.4697939537360494,3.7485,2.7306,1.3728,0.52,"{'x': np.float64(3.498173706936708), 'y': np.float64(-7.894834561555097), 'z': np.float64(1.921009252701074)}",2025-10-11T02:42:57.331584,Axion-like
9.313629839454018,10.8013,6.8786,1.5703,0.49,"{'x': np.float64(-1.4224606001162954), 'y': np.float64(-9.72522656029903), 'z': np.float64(8.97976857303442)}",2025-10-11T02:42:57.331584,Background
3.7851997503264627,3.9216,3.9295,0.998,0.5775,"{'x': np.float64(9.147451223399937), 'y': np.float64(-1.5509466905133351), 'z': np.float64(4.093994151808506)}",2025-10-11T02:42:57.331584,Axion-like
5.279226383339111,5.6604,5.443,1.0399,0.4937,"{'x': np.float64(-3.0165036121516264), 'y': np.float64(5.559596437420822), 'z': np.float64(3.837932801787744)}",2025-10-11T02:42:57.331584,WIMP-like
2.632754073815496,2.8944,2.1012,1.3775,0.5187,"{'x': np.float64(0.005190263297834008), 'y': np.float64(-5.0273565010738235), 'z': np.float64(-6.2485640981173525)}",2025-10-11T02:42:57.331584,Axion-like
8.77020087996065,9.2525,7.1988,1.2853,0.6046,"{'x': np.float64(7.310327437129068), 'y': np.float64(1.6783931695871157), 'z': np.float64(8.043923171554258)}",2025-10-11T02:42:57.331584,Background
5.197218056149994,4.5282,4.5829,0.9881,0.555,"{'x': np.float64(9.629229068162285), 'y': np.float64(-3.215156012300884), 'z': np.float64(-6.4448752415870425)}",2025-10-11T02:42:57.331584,WIMP-like
2.8333690366796547,2.7211,2.2414,1.214,0.2866,"{'x': np.float64(3.5478990442166687), 'y': np.float64(2.2325272874004938), 'z': np.float64(9.45228843792906)}",2025-10-11T02:42:57.331584,Background
3.0288549874306776,3.5232,2.6431,1.3329,0.5528,"{'x': np.float64(0.8233949273752437), 'y': np.float64(6.466402190690978), 'z': np.float64(6.175372408192942)}",2025-10-11T02:42:57.331584,Background
5.742820647203713,5.4325,4.6435,1.1699,0.4341,"{'x': np.float64(-1.3728408354830517), 'y': np.float64(2.0162441452693898), 'z': np.float64(-7.084972256946271)}",2025-10-11T02:42:57.331584,WIMP-like
5.457300399642513,5.5808,,1.3443,0.5471,"{'x': np.float64(-1.629059520942711), 'y': np.float64(6.316696402745766), 'z': np.float64(-3.4816792065203455)}",2025-10-11T02:42:57.331584,WIMP-like
5.014527803204676,4.407,4.2544,1.0359,0.3601,"{'x': np.float64(3.06222442135474), 'y': np.float64(-5.767637849694413), 'z': np.float64(-2.7008692323747514)}",2025-10-11T02:42:57.331584,WIMP-like
5.442697878107577,6.4755,5.4149,1.1959,0.4762,"{'x': np.float64(8.866949346847107), 'y': np.float64(4.699413740525706), 'z': np.float64(-4.151252840966362)}",2025-10-11T02:42:57.331584,WIMP-like
4.066519223755507,4.4889,2.4908,1.8021,0.4921,"{'x': np.float64(7.589706982312826), 'y': np.float64(7.999363753164758), 'z': np.float64(-0.13242938227168644)}",2025-10-11T02:42:57.331584,Background
3.4329760234035636,3.2979,,0.8877,0.3942,"{'x': np.float64(5.188347663548981), 'y': np.float64(-8.77728705212502), 'z': np.float64(-1.7844658185416264)}",2025-10-11T02:42:57.331584,Axion-like
9.358893438954997,11.0515,8.1442,1.357,0.4397,"{'x': np.float64(4.796580147148523), 'y': np.float64(-7.2923116317842185), 'z': np.float64(-5.026788666638209)}",2025-10-11T02:42:57.331584,WIMP-like
3.518104311459114,3.454,3.542,0.9752,0.5253,"{'x': np.float64(2.123661138492176), 'y': np.float64(6.0996632801174435), 'z': np.float64(-2.1515776742272603)}",2025-10-11T02:42:57.332583,Background
4.573229811074133,3.9157,3.9784,0.9842,0.543,"{'x': np.float64(4.231165860596729), 'y': np.float64(1.4201235693686982), 'z': np.float64(0.055424236751651534)}",2025-10-11T02:42:57.332583,Background
5.154698585201784,4.4788,4.6931,0.9543,0.6105,"{'x': np.float64(-8.463266324371892), 'y': np.float64(6.886179994019901), 'z': np.float64(-9.084426851321263)}",2025-10-11T02:42:57.332583,Axion-like
1.7459537169530692,1.663,1.1459,1.4512,0.587,"{'x': np.float64(-7.523987293323662), 'y': np.float64(8.297632654978216), 'z': np.float64(6.141437064113568)}",2025-10-11T02:42:57.332583,WIMP-like
2.2972877714158573,2.5062,1.9161,1.308,0.5533,"{'x': np.float64(2.1154432327200503), 'y': np.float64(3.7488440829310914), 'z': np.float64(6.06883117455385)}",2025-10-11T02:42:57.332583,Background
9.19689135773832,8.2608,7.456,1.1079,0.4507,"{'x': np.float64(0.3341471099186837), 'y': np.float64(3.494318533017676), 'z': np.float64(-9.661223433786787)}",2025-10-11T02:42:57.332583,Background
6.75907331515234,5.583,6.3437,0.8801,0.4561,"{'x': np.float64(-1.2241324897243935), 'y': np.float64(1.3089106944094393), 'z': np.float64(3.7093979588954404)}",2025-10-11T02:42:57.332583,WIMP-like
3.4461728836982797,4.0454,2.7686,1.4612,0.4053,"{'x': np.float64(2.6848330136830683), 'y': np.float64(-1.6138873791457868), 'z': np.float64(9.002535191886057)}",2025-10-11T02:42:57.332583,Axion-like
1.7879283678821374,1.5629,1.8509,0.8444,0.2074,"{'x': np.float64(0.5007175145896436), 'y': np.float64(-7.699011711922048), 'z': np.float64(3.068770093257374)}",2025-10-11T02:42:57.332583,Background
4.000485495504885,4.6089,2.8343,1.6261,0.4842,"{'x': np.float64(-6.222406572857477), 'y': np.float64(-4.184972289366629), 'z': np.float64(1.106292994280821)}",2025-10-11T02:42:57.332583,Axion-like
6.357462736899909,5.7052,4.5534,1.253,0.3693,"{'x': np.float64(4.15388714741283), 'y': np.float64(-4.336947508019207), 'z': np.float64(3.682738715687613)}",2025-10-11T02:42:57.332583,Background
6.481876955119306,5.7446,5.7418,1.0005,0.4946,"{'x': np.float64(3.4361622190816288), 'y': np.float64(-3.22212350199349), 'z': np.float64(-3.374502499381098)}",2025-10-11T02:42:57.332583,WIMP-like
5.649115410600754,5.0158,3.4091,1.4713,0.561,"{'x': np.float64(7.021408742868406), 'y': np.float64(-1.234325838730527), 'z': np.float64(-5.4973700928539575)}",2025-10-11T02:42:57.332583,Background
6.293779922425993,5.5279,5.9196,0.9338,0.5193,"{'x': np.float64(7.228438699523423), 'y': np.float64(5.728698679595951), 'z': np.float64(0.989499341637055)}",2025-10-11T02:42:57.332583,Axion-like
3.837744181180181,4.0308,2.8366,1.421,0.5466,"{'x': np.float64(1.0220474502244432), 'y': np.float64(-9.036852628661972), 'z': np.float64(0.7652561820603694)}",2025-10-11T02:42:57.332583,Axion-like
3.9290832607045445,4.0584,2.9805,1.3617,0.5185,"{'x': np.float64(4.40930129132866), 'y': np.float64(-1.288782863524478), 'z': np.float64(-7.110376848595131)}",2025-10-11T02:42:57.332583,Background
4.147941893821892,4.5223,,1.5091,0.4243,"{'x': np.float64(-0.5117136492772048), 'y': np.float64(7.990815866105873), 'z': np.float64(-6.477941964258481)}",2025-10-11T02:42:57.332583,WIMP-like
5.80809044931608,6.7051,5.0887,1.3177,0.4856,"{'x': np.float64(5.7819770309278855), 'y': np.float64(6.959572974487152), 'z': np.float64(3.7131120123006216)}",2025-10-11T02:42:57.332583,Background
8.142535196439024,8.6022,5.9109,1.4553,0.446,"{'x': np.float64(-7.2988979939961895), 'y': np.float64(8.596689203268426), 'z': np.float64(9.422393478287972)}",2025-10-11T02:42:57.332583,WIMP-like
4.369001537364018,4.6216,4.3691,1.0578,0.7194,"{'x': np.float64(-4.2427038473679834), 'y': np.float64(-3.32349454270169), 'z': np.float64(7.257710851105578)}",2025-10-11T02:42:57.332583,Axion-like
2.633828260932007,2.4642,2.2104,1.1148,0.5581,"{'x': np.float64(5.147424635016343), 'y': np.float64(-3.3842329853230924), 'z': np.float64(-4.068399206883635)}",2025-10-11T02:42:57.332583,WIMP-like
8.286064203186479,7.9013,8.4438,0.9358,0.6626,"{'x': np.float64(4.330851373819495), 'y': np.float64(-7.25355551612711), 'z': np.float64(8.849892571273536)}",2025-10-11T02:42:57.332583,Background
5.321698981793227,6.0072,3.9391,1.525,0.5477,"{'x': np.float64(-3.7233893371923514), 'y': np.float64(-9.567030470980914), 'z': np.float64(-3.0783274012644624)}",2025-10-11T02:42:57.332583,Axion-like
4.766977307472699,5.2293,4.5532,1.1485,0.6125,"{'x': np.float64(1.1150775741935917), 'y': np.float64(-2.665071577979683), 'z': np.float64(0.011920557459427883)}",2025-10-11T02:42:57.332583,Background
2.337942581038884,2.4337,1.6132,1.5086,0.6151,"{'x': np.float64(-3.3994457262442452), 'y': np.float64(0.2829578005343443), 'z': np.float64(-6.71455225240056)}",2025-10-11T02:42:57.332583,Background
2.919249270055521,3.4541,1.909,1.8094,0.5438,"{'x': np.float64(-3.5006148788615654), 'y': np.float64(-4.875695293509854), 'z': np.float64(3.01688591159232)}",2025-10-11T02:42:57.332583,Axion-like
8.7364538864587,9.25,7.5495,1.2252,0.5227,"{'x': np.float64(-6.676587104206453), 'y': np.float64(3.5481104889263477), 'z': np.float64(-3.197784239107233)}",2025-10-11T02:42:57.332583,WIMP-like
6.2999833527819575,6.7385,6.702,1.0055,0.45,"{'x': np.float64(6.857501018584728), 'y': np.float64(6.357408565133731), 'z': np.float64(2.275728611664352)}",2025-10-11T02:42:57.332583,Background
5.096455842741432,4.7253,3.483,1.3567,0.6027,"{'x': np.float64(0.7536011212855502), 'y': np.float64(-5.51937269483687), 'z': np.float64(-2.6824219637284603)}",2025-10-11T02:42:57.332583,Background
2.7693930683784735,2.9612,2.3349,1.2682,0.4412,"{'x': np.float64(2.3025801408296225), 'y': np.float64(4.988893289395968), 'z': np.float64(0.7407604109793446)}",2025-10-11T02:42:57.333585,WIMP-like
1.8218771943668879,1.6995,1.304,1.3033,0.7068,"{'x': np.float64(-3.769387775680821), 'y': np.float64(3.3094849777759805), 'z': np.float64(2.90812040682936)}",2025-10-11T02:42:57.333585,Axion-like
5.301097752581449,5.7805,,1.683,0.6357,"{'x': np.float64(-9.527402339126), 'y': np.float64(4.376565854890426), 'z': np.float64(7.81569844401697)}",2025-10-11T02:42:57.333585,Axion-like
6.216959339992148,6.5132,4.7368,1.375,0.611,"{'x': np.float64(1.7619404037862836), 'y': np.float64(-5.353419193964677), 'z': np.float64(-9.506402797687803)}",2025-10-11T02:42:57.333585,WIMP-like
6.363779178115174,6.5056,5.4915,1.1847,0.4146,"{'x': np.float64(-5.151790860653406), 'y': np.float64(-7.560929248881982), 'z': np.float64(9.079408499179618)}",2025-10-11T02:42:57.333585,Background
12.447046608544925,10.699,9.992,1.0708,0.4466,"{'x': np.float64(0.8880071069823998), 'y': np.float64(-3.3141265765588868), 'z': np.float64(-5.045517513314941)}",2025-10-11T02:42:57.333585,WIMP-like
2.5531754561521502,2.053,2.5515,0.8046,0.3771,"{'x': np.float64(5.809161897957702), 'y': np.float64(5.001360174149811), 'z': np.float64(-3.651035832408125)}",2025-10-11T02:42:57.333585,WIMP-like
3.691515831548711,3.6928,4.1047,0.8997,0.3579,"{'x': np.float64(-9.843707393905024), 'y': np.float64(-4.160678229805093), 'z': np.float64(1.332450853084591)}",2025-10-11T02:42:57.333585,Background
5.856970034735677,5.118,3.6819,1.3901,0.5523,"{'x': np.float64(-7.4060497942879095), 'y': np.float64(0.949331591076854), 'z': np.float64(9.996079361366768)}",2025-10-11T02:42:57.333585,Background
5.730058690239126,6.5325,3.694,1.7684,0.3578,"{'x': np.float64(-3.8780470781378495), 'y': np.float64(2.3477688814084168), 'z': np.float64(8.470443915766225)}",2025-10-11T02:42:57.333585,Background
3.2780347679729704,3.8434,3.2052,1.1991,0.5824,"{'x': np.float64(2.005726487415574), 'y': np.float64(8.770720649510597), 'z': np.float64(2.763504960556194)}",2025-10-11T02:42:57.333585,Axion-like
,2.1287,1.9577,1.0874,0.4786,"{'x': np.float64(-9.163880678099277), 'y': np.float64(3.66798616213363), 'z': np.float64(-0.6350749714700061)}",2025-10-11T02:42:57.333585,Axion-like
2.9251267632268094,2.3205,1.8728,1.2391,0.4839,"{'x': np.float64(2.3245459320361626), 'y': np.float64(5.0877352756734595), 'z': np.float64(-5.1798976841423805)}",2025-10-11T02:42:57.333585,WIMP-like
3.7141074908280047,3.694,2.4363,1.5162,0.659,"{'x': np.float64(0.9416090512651323), 'y': np.float64(9.477889367888892), 'z': np.float64(9.70949303106643)}",2025-10-11T02:42:57.333585,Axion-like
1.7635755495464318,2.0554,1.1026,1.8642,0.4313,"{'x': np.float64(-8.0755228534493), 'y': np.float64(-9.792361041349364), 'z': np.float64(3.9714920992907548)}",2025-10-11T02:42:57.333585,Background
5.7401355878822935,6.3891,5.6777,1.1253,0.3708,"{'x': np.float64(-2.6303016019055843), 'y': np.float64(-5.408537571662366), 'z': np.float64(-4.006687505508846)}",2025-10-11T02:42:57.333585,Background
5.623452376984424,5.2201,3.6404,1.4339,0.4863,"{'x': np.float64(-8.268847788046372), 'y': np.float64(9.035725077369584), 'z': np.float64(9.441255710373756)}",2025-10-11T02:42:57.333585,Axion-like
,4.2122,2.6636,1.5814,0.4032,"{'x': np.float64(-4.216636707823184), 'y': np.float64(-4.268850737166455), 'z': np.float64(9.943446855903098)}",2025-10-11T02:42:57.333585,Background
8.28321724044138,7.0368,6.1073,1.1522,0.5402,"{'x': np.float64(-5.474937967530238), 'y': np.float64(1.4667993081119306), 'z': np.float64(-9.932501345409268)}",2025-10-11T02:42:57.333585,WIMP-like
14.297682591074446,11.8734,,0.8465,0.3964,"{'x': np.float64(-2.5285713096952334), 'y': np.float64(-1.4997506859146128), 'z': np.float64(6.197354711466321)}",2025-10-11T02:42:57.333585,WIMP-like
1.792088682596983,1.8684,1.8355,1.0179,0.4148,"{'x': np.float64(-9.584437938702887), 'y': np.float64(8.131417390997992), 'z': np.float64(6.484057825514203)}",2025-10-11T02:42:57.333585,Axion-like
5.633222637988803,4.9862,4.878,1.0222,0.4967,"{'x': np.float64(3.3978137798931556), 'y': np.float64(-9.12849559111347), 'z': np.float64(-1.3077805749771159)}",2025-10-11T02:42:57.333585,Background
5.398224426364428,6.4596,3.8083,1.6962,0.4993,"{'x': np.float64(-9.999695650172317), 'y': np.float64(7.651283828668664), 'z': np.float64(5.254656936494007)}",2025-10-11T02:42:57.333585,Axion-like
15.682954885836706,14.1704,13.9752,1.014,0.2685,"{'x': np.float64(5.499208636326653), 'y': np.float64(-9.966872485868546), 'z': np.float64(-8.127995426749909)}",2025-10-11T02:42:57.333585,Background
2.9824354598890563,3.4812,3.048,1.1421,0.5731,"{'x': np.float64(-8.090787907055994), 'y': np.float64(-1.1179379074949285), 'z': np.float64(-6.934349561619381)}",2025-10-11T02:42:57.333585,Axion-like
2.8549611120188407,3.14,2.7796,1.1297,0.4874,"{'x': np.float64(-6.816963952553488), 'y': np.float64(3.978032929535935), 'z': np.float64(-3.0425287836748023)}",2025-10-11T02:42:57.333585,Axion-like
16.93282293196375,14.9941,15.9448,0.9404,0.6062,"{'x': np.float64(3.3138524371507074), 'y': np.float64(0.6013390075576339), 'z': np.float64(-0.026895167436668643)}",2025-10-11T02:42:57.333585,WIMP-like
1.9670955433835544,1.6644,2.1725,0.7661,0.5081,"{'x': np.float64(6.993840826167432), 'y': np.float64(9.50815770136077), 'z': np.float64(-4.365004420673202)}",2025-10-11T02:42:57.333585,Background
,2.5048,2.172,1.1532,0.5497,"{'x': np.float64(-5.064638241757682), 'y': np.float64(6.830417088096116), 'z': np.float64(-2.1992981658205952)}",2025-10-11T02:42:57.333585,WIMP-like
3.794004135878021,3.455,2.6136,1.3219,0.428,"{'x': np.float64(2.7494219597891405), 'y': np.float64(3.5101740365603025), 'z': np.float64(-2.507077941420923)}",2025-10-11T02:42:57.333585,WIMP-like
,12.321,10.6991,1.1516,0.5439,"{'x': np.float64(-6.7734592003304535), 'y': np.float64(8.911016972061233), 'z': np.float64(-7.972943002961481)}",2025-10-11T02:42:57.334581,WIMP-like
,7.6439,5.2179,1.465,0.5177,"{'x': np.float64(-1.5540067757624172), 'y': np.float64(8.094971904087942), 'z': np.float64(-9.97099304703725)}",2025-10-11T02:42:57.334581,Axion-like
8.310875177497449,7.4797,5.9291,1.2615,0.638,"{'x': np.float64(-9.63744756293067), 'y': np.float64(3.892860152731716), 'z': np.float64(9.278628754973056)}",2025-10-11T02:42:57.334581,Axion-like
